estimator,x_mm,sigma_fit_ps,sigma_fit_err_ps,bootstrap_err_ps,mu_fit_ns,chi2_ndf,n_events,flag
TOP_SUM8,100,73.72907454038801,1.0698743036489793,1.6763576346604383,0.49822951861956905,5.754271610034084,5000,ok
TOP_SUM8,150,78.69366706404472,1.3102429676837972,1.5254011700229055,0.49799512106386795,1.4562468764784535,5000,ok
TOP_SUM8,200,68.86859328346657,0.8438599791992796,1.767149074468999,0.4997162128711024,8.283360741506039,5000,ok
TOP_SUM8,250,69.77145313942688,0.9340028872524553,1.5675860951169098,0.4987757723679638,5.993015652908392,5000,ok
TOP_SUM8,300,75.37975777298652,1.2688149315025488,1.5880242289343967,0.4950642679618987,2.2642522345608156,5000,ok
TOP_SUM8,350,67.59767550427664,0.8616250358595007,1.5805188007226594,0.5001793280679104,7.158836230629156,5000,ok
TOP_SUM8,400,79.3209963369589,1.4664185845114779,1.5463493430959858,0.4936556034067051,2.1255588791922495,5000,ok
TOP_SUM8,450,64.47219812470125,0.892327775348048,1.7266915395537499,0.49539272617884567,8.688131167941432,5000,ok
TOP_SUM8,500,78.13468333343947,1.217548695587982,1.4238051194032213,0.49639322087365834,2.472036948020046,5000,ok
TOP_SUM8,550,68.78715714517847,0.8411460199908571,1.5642542788797975,0.5020288464877948,7.390326668720422,5000,ok
TOP_SUM8,600,80.2726729162805,1.4239604379891468,1.441597859263359,0.4943214901832601,1.719227047857907,5000,ok
TOP_SUM8,650,79.95156637794663,1.228991634241519,1.4412367257318341,0.4984932770754639,2.387889806625474,5000,ok
TOP_SUM8,670,81.38470170068484,1.4543476818508274,1.674726997283768,0.4965212416422054,1.4858959476024662,5000,ok
TOP_SUM8,690,72.61262737835679,0.8915629062945934,1.7662036514055668,0.5168600837718337,14.030559382343004,5000,ok
TOP_THR1,-690,95.20572784749785,1.1848607187043212,2.6427311445997304,0.5579470842862985,16.848975258442824,5000,ok
TOP_THR1,-670,120.59624370017733,2.351310679568848,2.7837808945739715,0.5441942098930175,6.195761334308175,5000,ok
TOP_THR1,-650,88.48205382258084,1.1273927865921087,2.998422049343034,0.5504563781047658,26.4811492347318,5000,ok
TOP_THR1,-600,126.83450989521569,2.4720157713329636,3.127897568514559,0.5570453254035541,3.2442098278577154,5000,ok
TOP_THR1,-550,119.13075774696847,2.4437946407632474,2.7493039727749786,0.5423593805751742,4.112334284279938,5000,ok
TOP_THR1,-500,114.39467509306158,1.9316175473792359,2.755903940855777,0.5620694271213309,8.803284826500416,5000,ok
TOP_THR1,-450,111.67842950775679,1.9294577901882715,2.9979324876086055,0.5485541741534886,7.363799733344406,5000,ok
TOP_THR1,-400,125.25590230422023,2.210577361901958,2.9372646829953832,0.5610611535329089,5.005938793727048,5000,ok
TOP_THR1,-350,96.97881724986328,1.237112219255855,2.6437509407183426,0.5540422495613669,12.573275137277152,5000,ok
TOP_THR1,-300,114.11456199560331,2.003165913510019,2.8509821522222594,0.5585714942936408,7.00954920397488,5000,ok
TOP_THR1,-250,112.62462287120621,1.9250711815829644,2.784304321536607,0.5537211145702011,8.05348199596213,5000,ok
TOP_THR1,-200,101.01902254757088,1.3281176140591406,2.9784189148619893,0.5579466552679843,9.238429040199632,5000,ok
TOP_THR1,-150,96.58247525188686,1.207414268901065,2.4271911915148103,0.556128245748449,15.96573670223846,5000,ok
TOP_THR1,-100,104.73639870080892,1.3325145905197928,2.473940283981136,0.5716704415747305,14.98723906299231,5000,ok
TOP_THR1,-50,117.03441925641017,2.123897264515541,3.0489597620131503,0.545605559751723,5.2437494248952135,5000,ok
TOP_THR1,0,107.17020438084276,1.2729093297774372,2.968393946608892,0.5941065778437213,20.665146219689937,5000,ok
TOP_THR1,50,103.33142725946007,1.6175896206169424,2.530039302663403,0.5504315776946324,8.016732566483345,5000,ok
TOP_THR1,100,106.91686222353502,1.4092650546134942,2.675449843030932,0.5620261984617956,8.494396854473537,5000,ok
TOP_THR1,150,109.20578754667267,2.1875818199640698,2.6838955297733356,0.5418555413029672,3.952945475708469,5000,ok
TOP_THR1,200,96.75766880578152,1.2525191025265017,2.70542281661565,0.5741149319465284,22.57065730689304,5000,ok
TOP_THR1,250,104.26524330653766,1.2975438264136372,2.571793270856905,0.5509927222461848,11.413873534690941,5000,ok
TOP_THR1,300,118.24442303535398,2.0421449424615075,2.619091299720729,0.5611774577245919,4.44528843552279,5000,ok
TOP_THR1,350,108.37220589902725,1.8937164270597453,2.7332360390055146,0.5483877143843803,6.735600023775604,5000,ok
TOP_THR1,400,114.89134463362983,2.204363545852163,2.731422207931054,0.555723722206644,3.722951078236848,5000,ok
TOP_THR1,450,106.41753612970413,1.4925425487766695,2.5970814322164557,0.563968342197698,14.460147058610486,5000,ok
TOP_THR1,500,111.15733599807692,1.7062882228924547,3.0195131064474703,0.5662033112134458,12.522306099404913,5000,ok
TOP_THR1,550,112.75756023210315,1.8302222782365374,2.7284544993973046,0.5521590170062535,7.306509742248476,5000,ok
