x_beam_mm,channel,mean,mean_error,fano,fano_error
-690,33,27.162,0.265029889079068,2.6236196156394964,0.142745293591968
-690,34,23.2245,0.18045479824744526,2.4433292320609703,0.1500354733858543
-690,35,20.0875,0.1902462047480902,2.1536200995644057,0.1253089757792948
-690,36,20.333,0.1537806024315513,2.218615600255742,0.137358215716602
-690,37,20.3935,0.20243293236344653,2.2306939833770567,0.15280725023317274
-690,38,19.7915,0.18697913618481823,2.2189337720738695,0.10719311109150599
-690,39,15.5775,0.19619119970606613,1.9548704060343443,0.11011612545291552
-690,40,15.825,0.13196789880796514,1.9845418641390207,0.11581406572679742
-690,41,9.8245,0.09993280637245035,1.8189933075474578,0.09264493415196252
-690,42,10.5575,0.10103119632855478,1.6424052806062042,0.08091676432231172
-690,43,12.381,0.1116406358766701,1.803233906792666,0.10392009637026771
-690,44,11.4505,0.10340130051101121,1.5832976507576089,0.06936690469509647
-690,45,8.7585,0.08865152060322011,1.6085148998116114,0.06541558094384847
-690,46,7.677,0.07039400393125578,1.5084891233554776,0.08300978554555954
-690,47,9.7205,0.10503501922291406,1.5222858649246436,0.058048715639373694
-690,48,8.493,0.1013620400243334,1.5236019074531968,0.040478559801017513
-690,49,7.92,0.06240782676960679,1.4331565656565657,0.0726536546577393
-690,50,6.058,0.0696744308608939,1.4098111587982836,0.058413602600622866
-690,51,5.478,0.06474890773311641,1.3502219788243883,0.050706187195062806
-690,52,5.8975,0.0749100337598027,1.365831920305214,0.052500994387524
-690,53,6.3255,0.0746235288138503,1.4240059679076758,0.06066697804021876
-690,54,5.7925,0.05297405025104269,1.361492231333621,0.03760532750064596
-690,55,3.4825,0.045252944074042734,1.2831855707106965,0.05001778847353514
-690,56,4.4,0.05441071875825147,1.2602272727272725,0.0458130691478297
-690,57,4.6175,0.05743130908448702,1.2769233892799132,0.052378485101210376
-690,58,4.7845,0.0558450629208311,1.2498818580833941,0.04986768451975919
-690,59,3.7145,0.058953483000538154,1.2978839009287921,0.06761901682010787
-690,60,2.4575,0.029681422508115785,1.243619023397762,0.051470138226807675
-690,61,3.2835,0.04116254684975037,1.2748980508603627,0.044985452645845886
-690,62,2.9045,0.04279987088027736,1.164530814253744,0.03495449683814229
-690,63,3.2005,0.05946903218880957,1.2758318231526324,0.0344225639926829
-690,64,3.002,0.037965358171004195,1.1572271818787476,0.025761479162709662
-690,65,2.2845,0.03645815914745354,1.216266031954476,0.039873184741058186
-690,66,1.8345,0.03700266704470166,1.2167401199236847,0.048055640099517384
-690,67,1.9185,0.04522036685993794,1.1831419077404224,0.034651588856029654
-690,68,2.1955,0.032690534603025116,1.1342654292871783,0.03658440610160504
-690,69,1.87,0.030949874585240275,1.1663636363636365,0.0333990989554368
-690,70,1.5285,0.03453659386490612,1.195412332351979,0.04308433319791533
-690,71,1.685,0.024154110470716545,1.149421364985163,0.03573361818718648
-690,72,2.1145,0.04075908035737489,1.1782406006148025,0.04467109625292643
-690,73,1.8905,0.0362772583540185,1.121137133033589,0.039401309140411504
-690,74,1.5435,0.03112178962517557,1.1435748299319728,0.04199603936775829
-690,75,1.4185,0.03680871607306315,1.1366639055340149,0.03575963402604287
-690,76,1.298,0.02724740451183524,1.07873343605547,0.03558772583508356
-690,77,1.374,0.029338316961019854,1.103438136826783,0.03206459738601349
-690,78,1.0795,0.029695604849344658,1.1599627142195463,0.03972759239731768
-690,79,0.957,0.02722324857833638,1.083752351097179,0.041230367507838116
-690,80,1.1425,0.02814319586834817,1.136274617067834,0.038326919351044146
-690,81,0.7995,0.016724941979287297,1.1060659787367104,0.02699935395874281
-690,82,1.0925,0.028872450901380572,1.1175686498855835,0.025354296727107872
-690,83,1.0835,0.028518461241430017,1.087704430087679,0.03352728471889747
-690,84,0.87,0.01948008429680237,1.1575862068965517,0.05212963032019265
-690,85,0.865,0.018245403170171585,1.1084104046242773,0.04296304481646336
-670,0,302.981,1.8134183916454583,20.23067994032629,1.8681395003588652
-670,1,311.5665,1.8258287627958716,21.132119716818078,2.349209595563148
-670,2,330.714,1.8709955694903808,21.62477005509292,2.0697229977178555
-670,3,346.272,2.1425429554129054,22.850571273449773,2.22640214343204
-670,4,347.3035,1.8360217684467952,22.894884122244665,2.2078355848908457
-670,5,320.0535,1.7312291457987907,21.050698204362707,1.9731740156488093
-670,6,266.8955,1.3377723972492834,17.657579763428007,1.7854504701420166
-670,7,290.961,1.6871575130035474,19.308482851653658,1.7354659994283277
-670,8,3.714,0.05170462668903669,1.2124943457189012,0.05113977053995532
-670,9,3.812,0.034539070173081554,1.228398740818468,0.042632893910463626
-670,10,3.7055,0.04845222823619795,1.2059829307785723,0.03815407804109032
-670,11,3.2605,0.050692442081739585,1.2454040024536115,0.05036226172923381
-670,12,3.835,0.07029823685742881,1.4137614080834418,0.06104267238374247
-670,13,3.4975,0.0585701333984802,1.265187634024303,0.05233464126258174
-670,14,3.413,0.04653295380129727,1.264995898036918,0.05812387011767862
