event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,photon_equivalent_energy_MeV,equivalent_minus_nonoptical_MeV
160,17622,1.6998496937374938,0.026999832174022926,1.6728498615634708,1.694423076923077,0.021573215359606213
161,21802,2.075958569994943,0.03338818432576766,2.0425703856691757,2.0963461538461536,0.053775768176977934
162,21117,2.0494757261440495,0.03215716606415292,2.0173185600798966,2.030480769230769,0.013162209150872517
163,18667,1.7970424710796005,0.028305763822787156,1.7687367072568132,1.7949038461538462,0.026167138897033038
164,19428,1.8732206334958803,0.029118029158949975,1.8441026043369304,1.868076923076923,0.02397431873999256
165,15736,1.530583314312078,0.024203413677596944,1.506379900634481,1.513076923076923,0.00669702244244208
166,17594,1.689731367201653,0.02644903202676818,1.6632823351748849,1.6917307692307693,0.028448434055884375
167,15276,1.454050601378703,0.023327165733123403,1.4307234356455796,1.468846153846154,0.038122718200574335
168,18903,1.8122256056399944,0.028580604905733425,1.783645000734261,1.8175961538461538,0.033951153111892785
169,19054,1.851444654335285,0.028837627127046146,1.8226070272082389,1.8321153846153846,0.009508357407145729
170,22804,2.2048467616118796,0.03419346696131418,2.1706532946505654,2.1926923076923077,0.022039013041742272
171,18202,1.7512607374699145,0.02729254333796613,1.7239681941319485,1.7501923076923076,0.02622411356035914
172,38389,3.709998713175441,0.05767660166473242,3.6523221115107085,3.69125,0.03892788848929163
173,17453,1.695037460562564,0.02634397525211047,1.6686934853104536,1.678173076923077,0.00947959161262335
174,20511,1.9632003694135063,0.031254719968707066,1.9319456494447993,1.9722115384615384,0.04026588901673911
175,19807,1.9144370879178345,0.030351364891439737,1.8840857230263948,1.9045192307692307,0.02043350774283592
176,17972,1.7455636170009754,0.027772661579159374,1.717790955421816,1.728076923076923,0.010285967655107031
177,20230,1.928258139497041,0.030988057368119642,1.8972700821289215,1.9451923076923077,0.04792222556338621
178,27225,2.5912404664087885,0.04084276072235189,2.5503977056864366,2.6177884615384617,0.06739075585202503
179,29871,2.8896632267898634,0.04518669098841543,2.844476535801448,2.8722115384615385,0.027735002660090657
180,18894,1.8246353120950805,0.02873710749638138,1.795898204598699,1.8167307692307693,0.020832564632070172
181,15849,1.5159436708739011,0.024386462884370404,1.4915572079895307,1.5239423076923078,0.03238509970277703
182,21498,2.0579808322901627,0.032732325212875016,2.0252485070772877,2.0671153846153847,0.041866877538097036
183,18132,1.7488257049837763,0.02756601094154044,1.7212596940422358,1.7434615384615384,0.02220184441930262
184,16797,1.6114174156246566,0.025621824840629717,1.5857955907840269,1.615096153846154,0.029300563062127027
185,20390,1.956846188236913,0.031261589275787524,1.9255845989611255,1.960576923076923,0.034992324115797446
186,31555,3.0446412779106833,0.047197547049564845,2.9974437308611184,3.0341346153846156,0.036690884523497225
187,16489,1.5806725045578272,0.02515573683223277,1.5555167677255943,1.5854807692307693,0.029964001505174975
188,48095,4.6386694636372665,0.07258058095752365,4.566088882679743,4.624519230769231,0.05843034808948744
189,19365,1.8740523515611058,0.029438511231051,1.844613840330055,1.8620192307692307,0.017405390439175772
190,25596,2.443875266173039,0.03811232109051475,2.4057629450825244,2.461153846153846,0.05539090107132161
191,16185,1.5385998769265663,0.024900352555206687,1.5136995243713596,1.55625,0.04255047562864034
192,17637,1.6720796514880578,0.02677210438106095,1.645307547106997,1.6958653846153846,0.050557837508387715
193,17550,1.6651795268644791,0.026615983558385885,1.6385635433060932,1.6875,0.04893645669390678
194,17814,1.7202399418003118,0.027685840060449357,1.6925541017398624,1.7128846153846153,0.020330513644752912
195,21253,2.034419664334029,0.03218254959162453,2.0022371147424045,2.0435576923076924,0.04132057756528784
196,31399,3.028976620775639,0.04768447858356935,2.9812921421920695,3.0191346153846155,0.03784247319254597
197,23647,2.272089087849037,0.035615005014404774,2.2364740828346323,2.27375,0.03727591716536782
198,24035,2.310607620226816,0.0363665226062972,2.274241097620519,2.3110576923076924,0.03681659468717324
199,17325,1.6683873301000205,0.02663511352773748,1.641752216572283,1.6658653846153846,0.024113168043101485
200,30970,2.9841282252265966,0.046389327599144124,2.9377388976274523,2.9778846153846152,0.04014571775716291
201,17377,1.6872449521899018,0.02644061137416994,1.6608043408157318,1.6708653846153847,0.010061043799652891
202,17366,1.6651675902617555,0.02653222533440804,1.6386353649273475,1.6698076923076923,0.03117232738034481
203,17842,1.706381386737927,0.027377915183840393,1.6790034715540865,1.715576923076923,0.03657345152283664
204,19743,1.880493550164295,0.030014884723658986,1.850478665440636,1.8983653846153845,0.047886719174748515
205,20664,1.986044142497734,0.03144117831355,1.954602964184184,1.986923076923077,0.032320112738893014
206,17596,1.7081098827051326,0.027297932720934594,1.680811949984198,1.6919230769230769,0.011111126938878835
207,20048,1.9144202639314727,0.030549005429869366,1.8838712585016033,1.9276923076923076,0.043821049190704287
